일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드
841,26001,6806305,국립세종수목원 중앙공원,12717.0175,3629.9789,3611031000
842,26001,6806306,세종호수공원,12716.7480,3630.1129,3611031000
843,26001,6806359,다솜리,12719.2184,3631.9198,3611032000
844,26001,6806360,누리리,12717.6185,3632.0567,3611031000
845,26001,6806307,세종중앙공원,12716.9262,3630.0108,3611031000
846,26001,6806308,국립세종수목원,12717.2047,3629.9280,3611031000
847,26001,6806309,국립세종수목원(연구동),12717.4006,3629.8564,3611031000
848,26001,6806348,수산리교차로,12714.0459,3632.2723,3611031000
849,26001,6806346,세종예술의전당,12715.8813,3629.2473,3611025000
850,26001,6806347,세종예술의전당,12715.8460,3629.2818,3611025000
851,26001,6806337,집현동,12719.3824,3629.8824,3611025000
852,26001,6806335,산학연클러스터,12719.7484,3630.1104,3611025000
853,26001,6806310,송성1리,12713.0434,3638.7048,3611038000
854,26001,6801202,봉산리(국제기계),12716.2204,3637.0896,3611025000
855,26001,6801205,봉산리(중뜸),12716.5096,3636.5616,3611025000
856,26001,6801223,아시아제지기숙사,12721.9828,3629.4774,3611033000
857,26001,6801207,번암아파트후문,12717.5398,3635.2632,3611025000
858,26001,6801914,범지기마을1단지,12714.5302,3630.5391,3611053000
859,26001,6801876,온빛초등학교,12714.3680,3630.8579,3611053000
860,26001,6801894,김종서장군묘,12712.6733,3631.2145,3611035000
861,26001,6801093,세종터미널,12716.3512,3628.1228,0000000000
862,26001,6801140,조치원역(뒷편),12717.6817,3636.1404,0000000000
863,26001,6801094,세종터미널,12716.3682,3628.1246,0000000000
864,26001,6901401,국곡리,12716.6056,3625.6908,3611034000
865,26001,6901357,국곡리32사단,12716.1250,3625.6200,3611034000
866,26001,6901369,국곡리,12716.6044,3625.6812,3611034000
867,26001,6801847,선박안전기술공단,12714.5471,3630.8940,3611053000
868,26001,6802408,새뜸마을5 8단지,12715.1966,3628.9435,3611051000
869,26001,6801304,조치원역,12717.8247,3636.0799,3611025000
870,26001,6801297,봉안리(다름고개),12713.7446,3629.9543,3611035000
871,26001,6801294,신촌리,12717.2854,3628.4064,3611034000
872,26001,6801215,남곡리마을회관,12718.8262,3628.2240,3611034000
873,26001,6801216,황용리(황용1교),12719.2762,3628.7784,3611034000
874,26001,6801218,달전리(한울농장),12720.5332,3627.7092,3611034000
875,26001,6801219,달전리(한울농장),12720.5548,3627.7020,3611034000
876,26001,6801217,황용리,12719.6068,3628.8372,3611034000
877,26001,6801221,황용리(황용1교),12719.2860,3628.7863,3611034000
878,26001,6802304,어진동커뮤니티센터,12715.4294,3630.1085,3611052000
879,26001,6801158,문화체육관광부,12715.8640,3629.8890,3611052000
880,26001,6805260,봉암리,12717.1109,3633.7091,3611036000
881,26001,6805675,새뜸마을4단지(가온마을1단지),12714.6861,3629.3757,3611025000
882,26001,6901827,문화체육관광부,12715.9985,3629.8003,3611052000
883,26001,6805533,과학기술정보통신,12715.8092,3629.7586,3611052000
884,26001,6805531,감성리,12717.3015,3626.4096,3611034000
885,26001,6805692,수루배마을8 9단지,12719.0613,3629.8898,3611025000
886,26001,6805694,반곡초 중학교,12718.7325,3630.0870,3611025000
887,26001,6805696,수루배마을1단지,12718.3649,3629.9393,3611025000
888,26001,6805668,가락마을6단지,12714.3044,3630.1481,3611025000
889,26001,6900055,어진중학교(가재마을9단지),12715.3021,3629.9193,3611052000
890,26001,6805666,가락마을6단지,12714.3320,3630.1528,3611025000
891,26001,6900054,어진중학교(가재마을9단지),12715.2946,3629.9359,3611052000
892,26001,6805669,국민건강보험공단,12714.5018,3630.8163,3611053000
893,26001,6805676,소담고등학교(새샘마을5단지),12718.2719,3628.8930,3611025000
894,26001,6805254,법원.검찰청,12718.1147,3629.2154,3611025000
895,26001,6805256,국책연구단지남측,12718.2410,3629.4622,3611025000
896,26001,6805257,국책연구단지남측,12718.2586,3629.5388,3611025000
897,26001,6805255,법원.검찰청,12718.0822,3629.2248,3611025000
898,26001,6805677,소담고등학교(새샘마을1단지),12718.1664,3628.8925,3611025000
899,26001,6800220,욱일아파트,12717.6890,3636.1431,0000000000
900,26001,6800830,도남리,12713.9704,3626.7522,3611034000
901,26001,6800035,대원아파트,12716.7010,3633.5034,3611036000
902,26001,6800076,중봉리,12718.3936,3636.2184,3611025000
903,26001,6800141,쌍전리마을회관,12716.7550,3634.6656,3611036000
904,26001,6805604,응암리(우리종묘),12720.7178,3632.3757,3611032000
905,26001,6801283,사관정,12712.6061,3641.9362,3611037000
906,26001,6801282,대추리,12712.3475,3641.6059,3611037000
907,26001,6805637,용암리(금단마을),12713.6683,3635.6685,3611036000
908,26001,6805638,고복저수지,12713.6471,3635.8648,3611036000
909,26001,6805636,쌍류리(월정마을),12713.0497,3635.7144,3611036000
910,26001,6805632,쌍류초등학교,12712.5182,3635.8521,3611037000
911,26001,6805633,쌍류초등학교,12712.5085,3635.8602,3611036000
912,26001,6805635,쌍류리(월정마을),12713.0624,3635.7134,3611036000
913,26001,6805639,고복저수지,12713.6394,3635.8635,3611036000
914,26001,6805691,한결초등학교,12714.8353,3629.7633,3611025000
915,26001,6805689,가온마을2 3단지,12714.5100,3629.7705,3611025000
916,26001,6805687,다정고등학교(가온마을1단지),12714.5874,3629.5675,3611025000
917,26001,6805681,다정중학교(가온마을4단지),12714.8910,3629.6177,3611025000
918,26001,6805684,가온마을4 7단지,12714.9688,3629.4931,3611025000
919,26001,6805683,새뜸마을14단지,12715.3025,3629.4541,3611025000
920,26001,6805664,나릿재마을,12715.4913,3629.4731,3611025000
921,26001,6805665,대평동커뮤니티센터,12716.7453,3628.3451,3611025000
922,26001,6805667,대평동커뮤니티센터,12716.7300,3628.3348,3611025000
923,26001,6805672,새롬중학교(새뜸마을1단지),12714.9599,3628.8273,3611025000
924,26001,6805674,새뜸마을4단지(가온마을1단지),12714.6902,3629.3673,3611025000
925,26001,6806003,서평교,12718.9927,3635.5204,3611025000
926,26001,6806188,운당교차로,12708.9359,3642.3483,3611039000
927,26001,6806189,동산산업,12708.8310,3642.6311,3611039000
928,26001,6805701,소정리,12709.4880,3643.4702,3611039000
929,26001,6806327,응암3리마을입구,12721.5244,3633.0438,3611032000
930,26001,6806370,월하리(패션아울렛),12717.4183,3634.4108,3611025000
931,26001,6806372,전동면사무소,12714.0427,3639.7537,0000000000
932,26001,6806371,장욱진화백탑비,12720.3699,3633.3556,3611032000
933,26001,6800784,새나루마을10단지,12719.5072,3629.6256,3611034000
934,26001,6801145,국무조정실(한뜰마을3단지),12716.2792,3630.2298,3611052000
935,26001,6801146,세종호수공원,12716.6428,3630.1296,3611031000
936,26001,6801148,세종소방서,12716.3974,3630.3648,3611031000
937,26001,6800487,달전리(태호농장),12710.6398,3636.9606,3611037000
938,26001,6800488,금사리,12710.3830,3636.5856,3611037000
939,26001,6800489,다방1리마을회관,12711.3664,3636.1914,3611037000
940,26001,6800490,다방2리마을회관,12710.4652,3635.8494,3611037000
941,26001,6800491,금사리,12710.3608,3636.5562,3611037000
942,26001,6800493,달전2리입구,12710.5204,3637.6110,3611037000
943,26001,6800494,부거실(아랫마을),12711.4006,3637.5516,3611037000
944,26001,6800495,부거실(윗마을),12711.8842,3637.4664,3611037000
945,26001,6800496,부거실(아랫마을),12711.4090,3637.5588,3611037000
946,26001,6800497,달전2리입구,12710.5024,3637.6188,3611037000
947,26001,6800498,달전1리,12710.4700,3637.8672,3611037000
948,26001,6800499,세종미래산업단지,12710.5894,3638.3832,3611037000
949,26001,6800501,대전카톨릭대입구,12711.2404,3639.2964,3611037000
950,26001,6800502,영당리(영성들),12711.3628,3639.6282,3611037000
951,26001,6800503,신흥리,12711.4678,3639.8154,3611037000
952,26001,6800504,신흥리(사사),12711.6574,3640.1586,3611037000
953,26001,6800505,원성2리,12711.7162,3640.2618,3611037000
954,26001,6801096,한솔중학교(첫마을7단지),12715.3420,3628.4946,3611051000
955,26001,6800013,보통2리,12716.7022,3632.9202,3611031000
956,26001,6800014,연기리,12716.6284,3632.6892,3611031000
957,26001,6800015,연기면사무소,12716.4604,3632.4900,3611031000
958,26001,6800049,월산리,12718.6978,3631.1506,3611031000
959,26001,6800054,어진중학교(가재마을9단지),12715.2946,3629.9359,3611052000
960,26001,6800055,어진중학교(가재마을9단지),12715.3021,3629.9193,3611052000
961,26001,6800032,연기리,12716.6086,3632.6586,3611031000
962,26001,6800124,장군면사무소,12712.3066,3629.8104,3611035000
963,26001,6800695,대교1리(밤실입구),12712.4296,3630.1404,3611035000
964,26001,6800985,명학2리(황룡사),12721.0948,3631.6110,3611032000
965,26001,6800986,청정아파트,12721.1032,3631.7448,3611032000
966,26001,6900310,응암1리(가마골),12720.8164,3632.4696,3611032000
967,26001,6900311,응암1리복지회관,12720.5512,3632.5770,3611032000
968,26001,6900089,합강리,12719.8714,3631.5630,3611032000
969,26001,6800507,성호아파트,12712.2730,3640.9176,3611037000
970,26001,6800508,갈정교,12712.3180,3641.3394,3611037000
971,26001,6800509,관정1리,12711.8956,3641.9430,3611037000
972,26001,6800511,고등2리,12711.3070,3642.3564,3611039000
973,26001,6800512,전의산연수원,12711.5308,3642.1722,3611037000
974,26001,6800513,서정2리,12711.3856,3641.9646,3611037000
975,26001,6800514,서정2리마을회관,12711.3358,3641.7966,3611037000
976,26001,6800515,서정1리마을회관,12711.5098,3641.2788,3611037000
977,26001,6800953,정부세종청사남측,12715.5771,3630.0532,3611052000
978,26001,6800954,해밀리,12715.8334,3631.7191,3611031000
979,26001,6800955,한별리,12716.5162,3632.0262,3611031000
980,26001,6800966,오송역,12719.7160,3637.1586,4371025600
981,26001,6800961,한별리,12716.5966,3632.0460,3611031000
982,26001,6800962,해밀리,12715.8868,3631.7778,3611031000
983,26001,6800587,연기면사무소,12716.4640,3632.5446,3611031000
984,26001,6800588,은하수공원,12714.6652,3631.9086,3611053000
985,26001,6800589,은하수공원,12714.6378,3631.9537,3611053000
986,26001,6800590,연기면사무소,12716.4430,3632.5380,3611031000
987,26001,6800081,예양2리(강촌),12718.4800,3634.5948,3611032000
988,26001,6800082,송용3리(신촌),12718.4842,3634.1406,3611032000
989,26001,6800083,송용3리,12718.2232,3633.6228,3611032000
990,26001,6800085,용호1리,12718.5376,3632.3706,3611032000
991,26001,6800086,용호리,12718.6852,3632.3496,3611032000
992,26001,6800088,용호3리,12719.0542,3632.1882,3611032000
993,26001,6800731,금암리(그린원룸),12712.6384,3627.0618,3611035000
994,26001,6800732,열병합발전소,12714.7012,3627.9282,3611051000
995,26001,6800733,영평사입구,12714.3142,3628.5384,3611035000
996,26001,6800734,동원주식회사,12713.5948,3629.2860,3611035000
997,26001,6800735,산학리,12713.3326,3629.5122,3611035000
998,26001,6800736,은용1리,12712.9510,3629.6028,3611035000
999,26001,6800739,세종시청별관,12717.6706,3631.5990,3611031000
1000,26001,6800740,양화2리,12717.0628,3630.6228,3611031000
1001,26001,6800743,양화2리,12717.0664,3630.6120,3611031000
1002,26001,6800744,세종시청별관,12717.6808,3631.5882,3611031000
1003,26001,6800849,신동2통,12722.3656,3628.4736,3020058000
1004,26001,6800850,대동금탄동입구,12723.2776,3628.3218,3020058000
1005,26001,6800851,금고동,12723.4228,3628.0020,3020058000
1006,26001,6800852,금고1통,12723.4222,3627.8256,3020058000
1007,26001,6800853,금고2통,12723.1132,3627.5340,3020058000
1008,26001,6800854,협진운수,12723.0352,3626.7276,3020058000
1009,26001,6800855,구즉동주민센터입구,12723.1600,3626.4642,3020058000
1010,26001,6800856,협진운수,12723.0448,3626.6934,3020058000
1011,26001,6800857,금고동매립장,12723.3292,3627.6312,3020058000
1012,26001,6800859,대동금탄동입구,12723.2782,3628.3266,3020058000
1013,26001,6800860,신동리.신동2통,12722.7724,3628.4988,3020058000
1014,26001,6800861,신동2통,12722.3680,3628.4790,3020058000
1015,26001,6801129,보덕1리,12716.3902,3637.9560,3611038000
1016,26001,6800412,유천리(어천),12709.9672,3641.2740,3611037000
1017,26001,6800413,유천리,12710.1430,3641.1720,3611037000
1018,26001,6800414,유천2리,12710.6368,3640.9668,3611037000
1019,26001,6800415,민석아파트입구,12710.8804,3640.8660,3611037000
1020,26001,6800416,덕고개,12711.4870,3640.8180,3611037000
1021,26001,6800418,전동삼거리,12716.0206,3639.2214,3611038000
1022,26001,6800755,도담동,12715.5376,3630.8898,3611052000
1023,26001,6800756,정부세종청사북측,12715.6903,3630.3041,3611052000
1024,26001,6800758,세종고속시외버스터미널(지상),12716.4288,3628.1559,3611051000
1025,26001,6800944,반석역,12718.8922,3623.4930,3020054700
1026,26001,6800945,반석역,12718.9084,3623.4852,3020054700
1027,26001,6800759,세종고속시외버스터미널(지상),12716.4401,3628.1580,3611051000
1028,26001,6800760,한솔동,12715.7458,3628.8204,3611051000
1029,26001,6800947,해밀리,12715.8381,3631.7124,3611031000
1030,26001,6800948,한별리,12716.5994,3632.0303,3611031000
1031,26001,6800950,해밀리,12715.8804,3631.7803,3611031000
1032,26001,6801855,고운고등학교,12714.0545,3630.5362,3611053000
1033,26001,6801901,송학삼거리,12711.5363,3632.0988,3611035000
1034,26001,6801899,송학1리(전원마을),12711.0531,3631.6664,3611035000
1035,26001,6801900,송학1리(전원마을),12711.0625,3631.6618,3611035000
1036,26001,6801902,송학삼거리,12711.5463,3632.0983,3611035000
1037,26001,6801854,고운고등학교,12714.0618,3630.5560,3611053000
1038,26001,6801872,가락마을14단지,12714.0044,3630.7771,3611053000
1039,26001,6801856,가락초등학교,12714.0250,3630.9367,3611053000
1040,26001,6801858,두루중학교,12714.2917,3631.0398,3611053000
1041,26001,6801862,가락마을22단지,12714.4345,3631.2026,3611053000
1042,26001,6801864,범지기마을3 9단지,12714.6680,3631.1269,3611053000
1043,26001,6801866,범지기마을10단지북측,12714.9340,3631.1393,3611053000
1044,26001,6801868,도담초 중 고등학교,12715.7641,3630.7775,3611052000
1045,26001,6901302,세종고속시외버스터미널,12716.4788,3628.2074,3611051000
1046,26001,6801169,진의리,12717.1102,3630.2898,3611031000
1047,26001,6801171,세종호수공원,12716.6464,3630.1404,3611031000
1048,26001,6801172,국무조정실(한뜰마을3단지),12716.2690,3630.2448,3611052000
1049,26001,6801170,진의리,12717.1198,3630.2928,3611031000
1050,26001,6801913,산성동종점,12707.4322,3627.6084,4415054000
1051,26001,6800842,신동,12722.1994,3628.5090,3020058000
1052,26001,6800843,신동1통,12722.0260,3628.5090,3020058000
1053,26001,6800033,보통2리,12716.7094,3632.9214,3611031000
1054,26001,6800034,실광주유소,12716.6422,3633.2814,3611031000
1055,26001,6800591,연기산업단지,12716.0146,3632.6244,3611031000
1056,26001,6800592,눌왕1리(도덕농장),12715.4890,3632.6976,3611031000
1057,26001,6800593,수왕초등학교,12715.3018,3632.7048,3611031000
1058,26001,6800594,눌왕2리(푸른농원),12714.9532,3632.7612,3611031000
1059,26001,6800595,눌왕2리마을회관,12714.8098,3632.6712,3611031000
1060,26001,6800596,눌왕2리,12714.6346,3632.6304,3611031000
1061,26001,6800597,수산리,12713.8473,3632.4514,3611031000
1062,26001,6800598,수산리(방아다리),12714.2158,3632.6712,3611031000
1063,26001,6800599,눌왕2리,12714.6646,3632.6076,3611031000
1064,26001,6800600,눌왕2리마을회관,12714.7972,3632.6520,3611031000
1065,26001,6800601,눌왕2리(푸른농원),12714.9628,3632.7552,3611031000
1066,26001,6800602,수왕초등학교,12715.2916,3632.6988,3611031000
1067,26001,6800603,눌왕1리(도덕농장),12715.4890,3632.6892,3611031000
1068,26001,6800696,평기리(아랫말),12711.9778,3630.4032,3611035000
1069,26001,6800697,평기리마을회관,12711.8710,3630.6072,3611035000
1070,26001,6800700,용현리,12712.2874,3632.5878,3611035000
1071,26001,6800701,평촌입구,12712.3570,3632.8296,3611035000
1072,26001,6800702,용암1리마을회관,12712.5076,3632.9358,3611035000
1073,26001,6800703,용암2리입구,12712.9480,3633.1333,3611035000
1074,26001,6800704,용암2리마을회관,12712.7596,3633.7344,3611035000
1075,26001,6800706,평촌입구,12712.3492,3632.8254,3611035000
1076,26001,6800707,용현리,12712.2724,3632.5824,3611035000
1077,26001,6800708,용현길입구,12712.1233,3632.4111,3611035000
1078,26001,6800709,송학2리(하나로마트),12711.4756,3632.2824,3611035000
1079,26001,6800710,송학2리(언고개),12711.2776,3632.5512,3611035000
1080,26001,6800711,태산리,12711.1792,3633.0804,4415036000
1081,26001,6800713,송학2리(언고개),12711.2692,3632.5470,3611035000
1082,26001,6800714,송학2리(하나로마트),12711.4396,3632.3094,3611035000
1083,26001,6800715,송문리입구,12711.8416,3630.8772,3611035000
1084,26001,6800717,평기리마을회관,12711.8488,3630.6108,3611035000
1085,26001,6800718,평기리(아랫말),12711.9706,3630.3912,3611035000
1086,26001,6800719,대교1리(밤실입구),12712.4206,3630.1344,3611035000
1087,26001,6800133,장군면사무소,12712.3186,3629.8284,3611035000
1088,26001,6800125,대교리,12712.6318,3630.0414,3611035000
1089,26001,6800126,봉안리(부일가든),12712.9552,3630.0096,3611035000
1090,26001,6800128,가재마을5단지.가온마을6단지,12714.8416,3629.9490,3611051000
1091,26001,6800129,가재마을5단지.가온마을6단지,12714.7965,3629.9668,3611053000
1092,26001,6800130,봉안리,12713.4388,3629.9352,3611035000
1093,26001,6800131,봉안리(부일가든),12712.9336,3630.0366,3611035000
1094,26001,6800132,대교리,12712.6726,3630.0654,3611035000
1095,26001,6800065,열병합발전소,12714.7678,3627.9240,3611051000
1096,26001,6800067,한국영상대학교,12712.6744,3627.6948,3611035000
1097,26001,6800580,금암리(사기정골),12712.7086,3627.4650,3611035000
1098,26001,6800582,금암리(영조주택),12712.6240,3626.9184,3611035000
1099,26001,6801108,수산리(방아다리),12714.2146,3632.6616,3611031000
1100,26001,6800090,합강1리,12719.6452,3631.2876,3611032000
1101,26001,6801130,용호3리,12719.0452,3632.1931,3611032000
1102,26001,6801131,용호2리,12718.8158,3632.2419,3611032000
1103,26001,6801132,용호리(구판장),12718.6918,3632.3545,3611032000
1104,26001,6801133,용호1리,12718.5425,3632.3772,3611032000
1105,26001,6801134,문주리,12718.6230,3632.8192,3611032000
1106,26001,6801135,송용3리,12718.2287,3633.6197,3611032000
1107,26001,6801137,예양2리(강촌),12718.4869,3634.6091,3611032000
1108,26001,6801138,예양2리,12719.0351,3634.8518,3611032000
1109,26001,6800384,전의중학교,12711.8092,3640.8282,3611037000
1110,26001,6800470,원성리(죽근마을),12711.9496,3640.5654,3611037000
1111,26001,6800472,베어트리파크,12712.6426,3640.3242,3611038000
1112,26001,6800473,송성2리입구,12712.8568,3639.7452,3611038000
1113,26001,6800463,흥진레미콘,12712.8328,3639.1590,3611038000
1114,26001,6800464,송성1리입구,12712.8082,3638.9729,3611038000
1115,26001,6800465,송성3리(솔티),12713.0440,3638.1630,3611038000
1116,26001,6800466,송성1리,12713.0527,3638.7051,3611038000
1117,26001,6800467,송성1리입구,12712.8172,3638.9776,3611038000
1118,26001,6800468,흥진레미콘,12712.8190,3639.1416,3611038000
1119,26001,6800474,송성2리입구,12712.8622,3639.7566,3611038000
1120,26001,6800475,베어트리파크,12712.6534,3640.3218,3611038000
1121,26001,6800476,신방2리마을회관,12712.3780,3640.5666,3611037000
1122,26001,6800477,원성리(죽근마을),12711.9616,3640.5732,3611037000
1123,26001,6800417,전의중학교,12711.8416,3640.8144,3611037000
1124,26001,6800963,정부세종청사남측,12715.5946,3630.1038,3611052000
1125,26001,6800964,다정동,12715.3894,3629.6946,3611052000
1126,26001,6800965,새롬동.나성동,12715.4374,3629.2626,3611051000
1127,26001,6800757,한솔동,12715.7069,3628.8649,3611051000
1128,26001,6801063,한솔동(첫마을),12715.7122,3628.8773,3611051000
1129,26001,6801111,첫마을1단지,12715.5520,3629.0310,3611051000
1130,26001,6801112,첫마을4단지,12715.0960,3628.8114,3611051000
1131,26001,6801113,첫마을5단지,12714.9838,3628.6572,3611051000
1132,26001,6801114,첫마을6단지,12715.1956,3628.5018,3611051000
1133,26001,6800097,내판역,12719.5096,3633.4776,3611032000
1134,26001,6800864,부강3리,12722.0800,3631.6770,3611033000
1135,26001,6800865,부강성당,12722.2120,3631.6866,3611033000
1136,26001,6800866,부강삼거리,12722.3308,3631.6656,3611033000
1137,26001,6800867,등곡3리(충광농원),12722.9386,3630.7998,3611033000
1138,26001,6800868,등곡리,12723.0922,3630.4638,3611033000
1139,26001,6800869,매포역(노호2리),12723.5632,3629.8518,3611033000
1140,26001,6800870,등곡2리,12724.1374,3629.6256,3611033000
1141,26001,6800871,시목1리,12724.6270,3629.4270,4371037000
1142,26001,6800872,시목리,12724.8592,3629.3820,4371037000
1143,26001,6800873,시목리  현도중학교,12725.4586,3629.0370,4371037000
1144,26001,6800874,매봉(매봉리 방면),12725.5552,3628.4232,4371037000
1145,26001,6800876,양지리,12725.6008,3627.5520,4371037000
1146,26001,6800879,양지2리,12725.6176,3627.5580,4371037000
1147,26001,6800880,매봉리,12725.4802,3628.2522,4371037000
1148,26001,6800882,현도면 행정복지센터  선동리,12725.4556,3629.0982,4371037000
1149,26001,6800883,시목리,12724.8730,3629.3892,4371037000
1150,26001,6800884,시목1리,12724.6366,3629.4348,4371037000
1151,26001,6800885,등곡2리,12724.1470,3629.6316,3611033000
1152,26001,6800886,노호1리,12723.9148,3629.7102,3611033000
1153,26001,6800887,매포역(노호2리),12723.5830,3629.8422,3611033000
1154,26001,6800889,등곡3리(충광농원),12722.9560,3630.7950,3611033000
1155,26001,6800890,부강삼거리,12722.3200,3631.6752,3611033000
1156,26001,6800891,부강성당,12722.2228,3631.6932,3611033000
1157,26001,6800892,부강3리,12722.0920,3631.6758,3611033000
1158,26001,6800893,부강면,12721.9626,3631.7992,3611033000
1159,26001,6800134,하봉리마을회관,12711.4192,3629.7558,3611035000
1160,26001,6800419,노장농공단지,12716.2198,3639.6540,3611038000
1161,26001,6800420,노장2리,12716.3626,3639.7896,3611038000
1162,26001,6800421,노장3리,12716.3620,3640.1592,3611038000
1163,26001,6800422,조치원낚시터,12716.2468,3640.3746,3611038000
1164,26001,6800423,봉대리(평말),12715.7884,3640.8438,3611038000
1165,26001,6800424,봉대리,12715.9174,3641.0070,3611038000
1166,26001,6800910,세종시공원묘원,12716.3458,3641.5674,3611038000
1167,26001,6800911,백자3리,12716.5648,3642.1284,4413135000
1168,26001,6800912,백자2리,12716.4502,3642.6408,4413135000
1169,26001,6800914,해정2리,12716.7856,3643.6152,4413135000
1170,26001,6800915,수신초등학교,12717.0592,3643.9704,4413135000
1171,26001,6800916,상록리조트후문,12717.0442,3644.1990,4413135000
1172,26001,6800918,장산3리(송내),12717.3556,3644.7114,4413135000
1173,26001,6800919,장산4리,12717.4546,3644.8008,4413135000
1174,26001,6800921,모드니에아파트,12717.8284,3645.5394,4413136000
1175,26001,6800922,병천시장,12717.9358,3645.6660,4413136000
1176,26001,6800923,병천3리,12718.0468,3645.7314,4413136000
1177,26001,6800924,유관순열사유적지,12718.2034,3645.7548,4413136000
1178,26001,6800925,병천고등학교,12718.7080,3645.8520,4413136000
1179,26001,6800926,병천고등학교,12718.7542,3645.8724,4413136000
1180,26001,6800927,유관순열사유적지,12718.3516,3645.7848,4413136000
1181,26001,6800928,병천3리,12718.0072,3645.7344,4413136000
1182,26001,6800929,병천시장,12717.9304,3645.6732,4413136000
1183,26001,6800930,모드니에아파트,12717.8224,3645.5466,4413136000
1184,26001,6800931,장산4리(상리),12717.7126,3645.2586,4413135000
1185,26001,6800932,송내리,12717.5308,3645.0114,4413135000
1186,26001,6800933,상록리조트정문,12717.1648,3644.5482,4413135000
1187,26001,6800935,수신초등학교,12717.0466,3643.9680,4413135000
1188,26001,6800936,수신면사무소,12716.8972,3643.8594,4413135000
1189,26001,6800937,속샘말삼거리,12716.7850,3643.7658,4413135000
1190,26001,6800938,해정2리,12716.7754,3643.6098,4413135000
1191,26001,6800939,해정리,12716.6464,3643.1856,4413135000
1192,26001,6800940,백자2리,12716.4430,3642.6474,4413135000
1193,26001,6800941,백자4리,12716.4190,3642.3180,4413135000
1194,26001,6800942,백자3리,12716.5588,3642.1206,4413135000
1195,26001,6800943,세종시공원묘원,12716.3374,3641.5692,3611038000
1196,26001,6800425,봉대리,12715.9072,3641.0022,3611038000
1197,26001,6800426,봉대리(평말),12715.7830,3640.8588,3611038000
1198,26001,6800427,조치원낚시터,12716.2360,3640.3848,3611038000
1199,26001,6800428,노장3리,12716.3500,3640.1628,3611038000
1200,26001,6800429,노장2리,12716.3578,3639.7962,3611038000
1201,26001,6800430,노장농공단지,12716.2072,3639.6426,3611038000
1202,26001,6800431,전동삼거리,12716.0140,3639.2268,3611038000
1203,26001,6800332,심중2리입구,12716.8660,3639.4416,3611038000
1204,26001,6800333,심중2리,12717.5344,3639.9186,3611038000
1205,26001,6800334,심중2리입구,12716.8648,3639.4500,3611038000
1206,26001,6800604,연기산업단지,12716.0038,3632.6214,3611031000
1207,26001,6800605,연기2리마을회관,12716.8102,3632.5296,3611031000
1208,26001,6800606,보통1리마을회관,12717.4048,3632.6958,3611031000
1209,26001,6800107,양세오충각,12719.3062,3634.7106,3611032000
1210,26001,6800108,예양리,12719.3818,3634.3698,3611032000
1211,26001,6800109,송용리,12719.3792,3633.7077,3611032000
1212,26001,6800315,내판역,12719.5120,3633.4506,3611032000
1213,26001,6800112,교과서박물관,12719.8126,3632.9640,3611032000
1214,26001,6800113,응암농공단지,12720.0646,3632.7420,3611032000
1215,26001,6800862,명학산업단지,12720.4078,3632.3430,3611032000
1216,26001,6800319,명학1리,12720.6070,3632.2218,3611032000
1217,26001,6800320,명학리,12720.8722,3632.1402,3611032000
1218,26001,6800312,명학3리,12721.1008,3632.0724,3611032000
1219,26001,6800313,부강리,12721.5730,3631.9818,3611033000
1220,26001,6800314,부강역,12721.8784,3631.9134,3611033000
1221,26001,6800307,부강역,12721.9102,3631.9152,3611033000
1222,26001,6800308,부강리,12721.6528,3631.9746,3611033000
1223,26001,6800309,명학3리,12721.0978,3632.0832,3611032000
1224,26001,6800628,장기중학교,12712.1302,3629.6316,3611035000
1225,26001,6800629,하봉교차로,12711.8620,3629.3766,3611035000
1226,26001,6800631,동현리,12711.2852,3629.2576,4415059000
1227,26001,6800632,공주정명학교,12710.7167,3629.1786,4415059000
1228,26001,6800633,송선수영장,12710.3429,3629.0790,4415059000
1229,26001,6800634,송선1통,12710.2306,3629.1733,4415059000
1230,26001,6800635,송선2통,12709.7189,3629.0222,4415059000
1231,26001,6800637,공주정보고,12709.3265,3628.9312,4415059000
1232,26001,6800638,금흥동,12708.9326,3628.8273,4415059000
1233,26001,6800639,공무원교육원 입구,12708.8011,3628.8502,4415059000
1234,26001,6800640,법원/공주교도소,12708.5726,3628.7438,4415059000
1235,26001,6800641,우남퍼스트빌,12708.4030,3628.7147,4415059000
1236,26001,6800642,주공2차아파트,12708.4106,3628.5779,4415057000
1237,26001,6800346,상봉초등학교,12717.1768,3638.2548,4371025600
1238,26001,6800347,상봉2리(가마소),12717.0274,3638.3172,4371025600
1239,26001,6800348,심중1리,12716.5618,3638.6736,3611038000
1240,26001,6800336,전동삼거리,12716.0170,3639.2136,3611038000
1241,26001,6800350,전동역,12715.9558,3639.2514,3611038000
1242,26001,6800337,전동초등학교,12715.8322,3639.3294,3611038000
1243,26001,6800351,석곡리입구,12715.5862,3639.5556,3611038000
1244,26001,6800352,청송리,12715.4416,3639.7086,3611038000
1245,26001,6800353,청송산업단지입구,12715.3336,3639.8196,3611038000
1246,26001,6800354,아람달동림권역체험관,12714.6784,3639.9360,3611038000
1247,26001,6800355,청람리입구,12713.9368,3639.6852,3611038000
1248,26001,6800356,개미고개,12713.2330,3639.4794,3611038000
1249,26001,6800358,동교리,12713.0314,3640.2468,3611037000
